Method,OOD Detector,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM
zsclip_txt,msp,0.996416012777778,0.0128666666666666,0.7427,0.6743333333333333,0.9985,0.8050076716150245
zsclip_txt,maxlogit,0.8775584244444444,0.9864866666666666,0.7427,0.5253666666666666,0.9953333333333332,0.6877292767219775
zsclip_txt,energy,0.7194288072222222,1.0,0.7427,0.3983,0.9940333333333332,0.5687193823318172
ft_pl_txt,msp_plthresh07,0.9743571633333332,0.1257,0.7524,0.6951333333333334,0.9622333333333334,0.8071605129958501
ft_pl_txt,maxlogit_plthresh07,0.7960307727777778,0.9966666666666668,0.7524,0.4905666666666666,0.9278,0.6417913844562995
ft_pl_neg_proto_bank_v0_txt,msp_plthresh07,0.7889424427777777,0.5284,0.7447,0.669,0.7035666666666667,0.6858480705248076
ft_pl_neg_proto_bank_v0_txt,maxlogit_plthresh07,0.6797750872222221,0.9804,0.7468,0.4664,0.7908333333333334,0.5867561046742847
