Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_knn_txt,0.93413849,0.3289,0.4556,0.4018,0.9818,0.5702330731425268,3,5,0.5,1,1,maxlogit
