Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_knn_txt,0.86348431,0.5294,0.8004,0.7206,0.7316,0.7260583390717532,2,3,0.5,1,1,maxlogit
