Method,OOD Detector,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM
zsclip_txt,msp,0.9318613,0.4525,0.7385,0.6045,0.979,0.7474651089359015
zsclip_txt,maxlogit,0.90349282,0.6245666666666664,0.7385,0.6082,0.9551,0.7431610311520501
zsclip_txt,energy,0.86035379,0.7633857142857141,0.7385,0.5402,0.9289,0.683128146484242
rosita_v2_txt,maxlogit_plthresh07,0.93198704,0.3771,0.7418,0.6708,0.9471,0.7853571666975709
rosita_v1_txt,maxlogit_plthresh07,0.923828825,0.3934,0.7316,0.6548,0.9526,0.7761135747169341
rosita_v12_txt,maxlogit_plthresh07,0.954289405,0.2641,0.7386,0.6639,0.9684,0.7877482815658887
rosita_v12_simclr_txt,maxlogit_plthresh07,0.936642915,0.3715,0.7242,0.6375,0.9656,0.7679745493107104
rosita_v12_pl_txt,maxlogit_plthresh07,0.904948995,0.5307,0.7754,0.6578,0.9154,0.7655099415204679
rosita_v11_txt,maxlogit_plthresh07,0.924025945,0.3714,0.7315,0.6613,0.9508,0.7800558774269587
rosita_v10_txt,maxlogit_plthresh07,0.953480115,0.2756,0.7286,0.655,0.9649,0.7803068090622879
rosita_v10_pl_txt,maxlogit_plthresh07,0.909022055,0.5524,0.7659,0.6649,0.9113,0.7688407181829717
rosita_v0_txt,maxlogit_plthresh07,0.95425258,0.2686,0.7348,0.6589,0.9676,0.783955290501076
rosita_v0_analysis_txt,maxlogit_plthresh09,0.954237595,0.2705,0.727,0.6546,0.9658,0.7803168106640335
rosita_v0_analysis_txt,maxlogit_plthresh05,0.95550661,0.2617,0.7395,0.6651,0.969,0.7887912612447219
rosita_v0_analysis_txt,maxlogit_plthresh03,0.954785085,0.2577,0.7387,0.6642,0.9682,0.7878932124479294
rosita_v0_analysis_txt,maxlogit_plthresh010,0.936642915,0.3715,0.7242,0.6375,0.9656,0.7679745493107104
rosita_v0_analysis_txt,maxlogit_plthresh01,0.954289405,0.2641,0.7386,0.6639,0.9684,0.7877482815658887
rosita_v0_analysis_txt,maxlogit_plthresh00,0.954289405,0.2641,0.7386,0.6639,0.9684,0.7877482815658887
ft_pl_txt,msp_plthresh07,0.941515735,0.3749,0.7726,0.6631,0.9728,0.7886346109175378
ft_pl_txt,maxlogit_plthresh07,0.90702551,0.5557,0.771,0.6665,0.9069,0.7683346256514555
ft_pl_neg_proto_bank_v4_txt,maxlogit_plthresh07,0.9540993049999998,0.27,0.7334,0.6576,0.9686,0.7833616529332186
ft_pl_neg_proto_bank_v3_txt,msp_plthresh07,0.895509135,0.6271,0.7248,0.6207,0.943,0.7486347764916544
ft_pl_neg_proto_bank_v3_txt,maxlogit_plthresh07,0.965902575,0.1946,0.7238,0.6668,0.9793,0.7933870846242633
ft_pl_neg_proto_bank_v3_ens_cupl,msp_plthresh07,0.93933713,0.3934,0.7426,0.6486,0.971,0.777711286737466
ft_pl_neg_proto_bank_v3_ens_cupl,maxlogit_plthresh07,0.97525029,0.1512,0.7654,0.7202,0.9933,0.834986472133061
ft_pl_neg_proto_bank_v2_txt,msp_plthresh07,0.89639384,0.6278,0.7243,0.6198,0.9433,0.7480741347322629
ft_pl_neg_proto_bank_v2_txt,maxlogit_plthresh07,0.965653905,0.1991,0.7194,0.6605,0.9801,0.7891698768743142
ft_pl_neg_proto_bank_v1_txt,msp_plthresh07,0.878254265,0.6742,0.7106,0.6035,0.9211,0.7292192706283617
ft_pl_neg_proto_bank_v1_txt,maxlogit_plthresh07,0.96302886,0.2189,0.708,0.6503,0.9593,0.7751401466202784
ft_pl_neg_proto_bank_v0_txt,msp_plthresh07,0.92144974,0.5115,0.7761,0.6779,0.949,0.7908624992316675
ft_pl_neg_proto_bank_v0_txt,maxlogit_plthresh07,0.916020125,0.4507,0.7766,0.6646,0.8902,0.7610328273732956
