Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_knn_txt,0.8221141900000001,0.6476,0.771,0.6494,0.7376,0.6906956596971882,4,3,0.5,1,1,maxlogit
