Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_loss_cupl,0.8931322799999999,0.9561,0.7502,0.6136,0.9979,0.7599273223704623,3,10,0.5,0,0,maxlogit
