Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_loss_txt,0.903492825,0.626,0.7385,0.6075,0.9556,0.7427893288977033,3,10,0.5,0,0,maxlogit
