Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_knn_txt,0.68045389,0.8249,0.5099,0.3666,0.6817,0.47679332252217876,3,3,0.5,1,1,maxlogit
