Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_loss_txt,0.86355611,0.9903,0.7422,0.512,0.9842,0.6735869536158268,3,10,0.5,1,0,maxlogit
