Method,OOD Detector,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM
zsclip_txt,msp,0.96283647,0.2032,0.7856,0.6767,0.969,0.796891657045634
zsclip_txt,maxlogit,0.98706814,0.0504749999999999,0.7856,0.7311,0.9863,0.8397390590427389
zsclip_txt,energy,0.982034095,0.0768799999999998,0.7856,0.7088,0.9925,0.8269958267207429
tpt_txt,maxlogit,0.98706631,0.0507,0.7583,0.7031,0.9866,0.8210670059773925
rosita_v2_txt,maxlogit_plthresh07,0.961109585,0.2643,0.7807,0.7338,0.9885,0.8423170179411251
rosita_v1_txt,maxlogit_plthresh07,0.9573594749999998,0.2385,0.7622,0.7126,0.991,0.8290521249119511
rosita_v12_txt,maxlogit_plthresh07,0.960142425,0.2605,0.7902,0.7244,0.9821,0.8337922531497217
rosita_v12_simclr_txt,maxlogit_plthresh07,0.96897978,0.2027,0.7764,0.7118,0.9859,0.8267227660953055
rosita_v12_pl_txt,maxlogit_plthresh07,0.985694725,0.0551,0.8115,0.7591,0.9833,0.856775746097337
rosita_v11_txt,maxlogit_plthresh07,0.95909,0.2292,0.7644,0.7169,0.9909,0.8319196744349455
rosita_v10_txt,maxlogit_plthresh07,0.95470999,0.3021,0.7823,0.7089,0.9845,0.8242731191685366
rosita_v10_pl_txt,maxlogit_plthresh07,0.98603451,0.0536,0.8026,0.7527,0.9824,0.8523456630741745
rosita_v0_txt,maxlogit_plthresh07,0.958330405,0.2735,0.7898,0.7212,0.9842,0.8324205934091707
promptalign_txt,maxlogit,0.98706631,0.0507,0.7752,0.72,0.9866,0.8324762686042424
promptalign_aug_txt,maxlogit,0.98706631,0.0507,0.7856,0.7304,0.9866,0.8393857192778101
ft_pl_txt,msp_plthresh07,0.963346445,0.1898,0.8075,0.7214,0.9566,0.8225163766388558
ft_pl_txt,maxlogit_plthresh07,0.9844306900000002,0.0573,0.8083,0.7527,0.9835,0.8527594171178435
ft_pl_neg_proto_bank_v4_txt,maxlogit_plthresh07,0.95822072,0.2718,0.7884,0.7191,0.9851,0.8313406994484216
ft_pl_neg_proto_bank_v3_txt,msp_plthresh07,0.949698055,0.3017,0.7718,0.691,0.9551,0.8018639207824554
ft_pl_neg_proto_bank_v3_txt,maxlogit_plthresh07,0.965825175,0.203,0.7706,0.7198,0.9903,0.8336564411437928
ft_pl_neg_proto_bank_v2_txt,msp_plthresh07,0.9490327,0.3117,0.7708,0.6929,0.9541,0.8027879659987857
ft_pl_neg_proto_bank_v2_txt,maxlogit_plthresh07,0.9660521649999998,0.205,0.7705,0.7192,0.9894,0.8329351281751142
ft_pl_neg_proto_bank_v1_txt,msp_plthresh07,0.9216847849999998,0.4564,0.7679,0.6809,0.9166,0.7813620532081377
ft_pl_neg_proto_bank_v1_txt,maxlogit_plthresh07,0.97366481,0.1606,0.7702,0.7389,0.9931,0.8473459468822171
ft_pl_neg_proto_bank_v0_txt,msp_plthresh07,0.935117965,0.3778,0.8089,0.7275,0.9086,0.8080270154636026
ft_pl_neg_proto_bank_v0_txt,maxlogit_plthresh07,0.96894638,0.175,0.808,0.7346,0.9532,0.8297437137101552
