Method,AUC,FPR95,ACC_ALL,ACC_ID,ACC_OOD,ACC_HM,kp,kn,alpha,loss_pl,loss_simclr,OOD Detector
rosita_loss_txt,0.697613825,0.844,0.5121,0.3771,0.6882,0.48722466910729373,3,10,0.5,True,True,maxlogit
